Category,Picture,S3URL
airplanes,80,https://s3.amazonaws.com/15-319-s13/img-dataset/00080.jpg
airplanes,81,https://s3.amazonaws.com/15-319-s13/img-dataset/00081.jpg
airplanes,82,https://s3.amazonaws.com/15-319-s13/img-dataset/00082.jpg
airplanes,83,https://s3.amazonaws.com/15-319-s13/img-dataset/00083.jpg
airplanes,84,https://s3.amazonaws.com/15-319-s13/img-dataset/00084.jpg
airplanes,85,https://s3.amazonaws.com/15-319-s13/img-dataset/00085.jpg
airplanes,86,https://s3.amazonaws.com/15-319-s13/img-dataset/00086.jpg
airplanes,87,https://s3.amazonaws.com/15-319-s13/img-dataset/00087.jpg
airplanes,88,https://s3.amazonaws.com/15-319-s13/img-dataset/00088.jpg
airplanes,89,https://s3.amazonaws.com/15-319-s13/img-dataset/00089.jpg
airplanes,90,https://s3.amazonaws.com/15-319-s13/img-dataset/00090.jpg
airplanes,91,https://s3.amazonaws.com/15-319-s13/img-dataset/00091.jpg
airplanes,92,https://s3.amazonaws.com/15-319-s13/img-dataset/00092.jpg
airplanes,93,https://s3.amazonaws.com/15-319-s13/img-dataset/00093.jpg
airplanes,94,https://s3.amazonaws.com/15-319-s13/img-dataset/00094.jpg
airplanes,95,https://s3.amazonaws.com/15-319-s13/img-dataset/00095.jpg
airplanes,96,https://s3.amazonaws.com/15-319-s13/img-dataset/00096.jpg
airplanes,97,https://s3.amazonaws.com/15-319-s13/img-dataset/00097.jpg
airplanes,98,https://s3.amazonaws.com/15-319-s13/img-dataset/00098.jpg
airplanes,99,https://s3.amazonaws.com/15-319-s13/img-dataset/00099.jpg
airplanes,100,https://s3.amazonaws.com/15-319-s13/img-dataset/00100.jpg
airplanes,101,https://s3.amazonaws.com/15-319-s13/img-dataset/00101.jpg
airplanes,102,https://s3.amazonaws.com/15-319-s13/img-dataset/00102.jpg
airplanes,103,https://s3.amazonaws.com/15-319-s13/img-dataset/00103.jpg
airplanes,104,https://s3.amazonaws.com/15-319-s13/img-dataset/00104.jpg
airplanes,105,https://s3.amazonaws.com/15-319-s13/img-dataset/00105.jpg
airplanes,106,https://s3.amazonaws.com/15-319-s13/img-dataset/00106.jpg
airplanes,107,https://s3.amazonaws.com/15-319-s13/img-dataset/00107.jpg
airplanes,108,https://s3.amazonaws.com/15-319-s13/img-dataset/00108.jpg
airplanes,109,https://s3.amazonaws.com/15-319-s13/img-dataset/00109.jpg
airplanes,110,https://s3.amazonaws.com/15-319-s13/img-dataset/00110.jpg
airplanes,111,https://s3.amazonaws.com/15-319-s13/img-dataset/00111.jpg
airplanes,112,https://s3.amazonaws.com/15-319-s13/img-dataset/00112.jpg
airplanes,113,https://s3.amazonaws.com/15-319-s13/img-dataset/00113.jpg
airplanes,114,https://s3.amazonaws.com/15-319-s13/img-dataset/00114.jpg
airplanes,115,https://s3.amazonaws.com/15-319-s13/img-dataset/00115.jpg
airplanes,116,https://s3.amazonaws.com/15-319-s13/img-dataset/00116.jpg
airplanes,117,https://s3.amazonaws.com/15-319-s13/img-dataset/00117.jpg
airplanes,118,https://s3.amazonaws.com/15-319-s13/img-dataset/00118.jpg
airplanes,119,https://s3.amazonaws.com/15-319-s13/img-dataset/00119.jpg
airplanes,120,https://s3.amazonaws.com/15-319-s13/img-dataset/00120.jpg
airplanes,121,https://s3.amazonaws.com/15-319-s13/img-dataset/00121.jpg
airplanes,122,https://s3.amazonaws.com/15-319-s13/img-dataset/00122.jpg
airplanes,123,https://s3.amazonaws.com/15-319-s13/img-dataset/00123.jpg
airplanes,124,https://s3.amazonaws.com/15-319-s13/img-dataset/00124.jpg
airplanes,125,https://s3.amazonaws.com/15-319-s13/img-dataset/00125.jpg
airplanes,126,https://s3.amazonaws.com/15-319-s13/img-dataset/00126.jpg
airplanes,127,https://s3.amazonaws.com/15-319-s13/img-dataset/00127.jpg
airplanes,128,https://s3.amazonaws.com/15-319-s13/img-dataset/00128.jpg
airplanes,129,https://s3.amazonaws.com/15-319-s13/img-dataset/00129.jpg
airplanes,130,https://s3.amazonaws.com/15-319-s13/img-dataset/00130.jpg
airplanes,131,https://s3.amazonaws.com/15-319-s13/img-dataset/00131.jpg
airplanes,132,https://s3.amazonaws.com/15-319-s13/img-dataset/00132.jpg
airplanes,133,https://s3.amazonaws.com/15-319-s13/img-dataset/00133.jpg
airplanes,134,https://s3.amazonaws.com/15-319-s13/img-dataset/00134.jpg
airplanes,135,https://s3.amazonaws.com/15-319-s13/img-dataset/00135.jpg
airplanes,136,https://s3.amazonaws.com/15-319-s13/img-dataset/00136.jpg
airplanes,137,https://s3.amazonaws.com/15-319-s13/img-dataset/00137.jpg
airplanes,138,https://s3.amazonaws.com/15-319-s13/img-dataset/00138.jpg
airplanes,139,https://s3.amazonaws.com/15-319-s13/img-dataset/00139.jpg
airplanes,140,https://s3.amazonaws.com/15-319-s13/img-dataset/00140.jpg
airplanes,141,https://s3.amazonaws.com/15-319-s13/img-dataset/00141.jpg
airplanes,142,https://s3.amazonaws.com/15-319-s13/img-dataset/00142.jpg
airplanes,143,https://s3.amazonaws.com/15-319-s13/img-dataset/00143.jpg
airplanes,144,https://s3.amazonaws.com/15-319-s13/img-dataset/00144.jpg
airplanes,145,https://s3.amazonaws.com/15-319-s13/img-dataset/00145.jpg
airplanes,146,https://s3.amazonaws.com/15-319-s13/img-dataset/00146.jpg
airplanes,147,https://s3.amazonaws.com/15-319-s13/img-dataset/00147.jpg
airplanes,148,https://s3.amazonaws.com/15-319-s13/img-dataset/00148.jpg
airplanes,149,https://s3.amazonaws.com/15-319-s13/img-dataset/00149.jpg
airplanes,150,https://s3.amazonaws.com/15-319-s13/img-dataset/00150.jpg
airplanes,151,https://s3.amazonaws.com/15-319-s13/img-dataset/00151.jpg
airplanes,152,https://s3.amazonaws.com/15-319-s13/img-dataset/00152.jpg
airplanes,153,https://s3.amazonaws.com/15-319-s13/img-dataset/00153.jpg
airplanes,154,https://s3.amazonaws.com/15-319-s13/img-dataset/00154.jpg
airplanes,155,https://s3.amazonaws.com/15-319-s13/img-dataset/00155.jpg
airplanes,156,https://s3.amazonaws.com/15-319-s13/img-dataset/00156.jpg
airplanes,157,https://s3.amazonaws.com/15-319-s13/img-dataset/00157.jpg
airplanes,158,https://s3.amazonaws.com/15-319-s13/img-dataset/00158.jpg
airplanes,159,https://s3.amazonaws.com/15-319-s13/img-dataset/00159.jpg
airplanes,160,https://s3.amazonaws.com/15-319-s13/img-dataset/00160.jpg
airplanes,161,https://s3.amazonaws.com/15-319-s13/img-dataset/00161.jpg
airplanes,162,https://s3.amazonaws.com/15-319-s13/img-dataset/00162.jpg
airplanes,163,https://s3.amazonaws.com/15-319-s13/img-dataset/00163.jpg
airplanes,164,https://s3.amazonaws.com/15-319-s13/img-dataset/00164.jpg
airplanes,165,https://s3.amazonaws.com/15-319-s13/img-dataset/00165.jpg
airplanes,166,https://s3.amazonaws.com/15-319-s13/img-dataset/00166.jpg
airplanes,167,https://s3.amazonaws.com/15-319-s13/img-dataset/00167.jpg
airplanes,168,https://s3.amazonaws.com/15-319-s13/img-dataset/00168.jpg
airplanes,169,https://s3.amazonaws.com/15-319-s13/img-dataset/00169.jpg
airplanes,170,https://s3.amazonaws.com/15-319-s13/img-dataset/00170.jpg
airplanes,171,https://s3.amazonaws.com/15-319-s13/img-dataset/00171.jpg
airplanes,172,https://s3.amazonaws.com/15-319-s13/img-dataset/00172.jpg
airplanes,173,https://s3.amazonaws.com/15-319-s13/img-dataset/00173.jpg
airplanes,174,https://s3.amazonaws.com/15-319-s13/img-dataset/00174.jpg
airplanes,175,https://s3.amazonaws.com/15-319-s13/img-dataset/00175.jpg
airplanes,176,https://s3.amazonaws.com/15-319-s13/img-dataset/00176.jpg
airplanes,177,https://s3.amazonaws.com/15-319-s13/img-dataset/00177.jpg
airplanes,178,https://s3.amazonaws.com/15-319-s13/img-dataset/00178.jpg
airplanes,179,https://s3.amazonaws.com/15-319-s13/img-dataset/00179.jpg
airplanes,180,https://s3.amazonaws.com/15-319-s13/img-dataset/00180.jpg
airplanes,181,https://s3.amazonaws.com/15-319-s13/img-dataset/00181.jpg
airplanes,182,https://s3.amazonaws.com/15-319-s13/img-dataset/00182.jpg
airplanes,183,https://s3.amazonaws.com/15-319-s13/img-dataset/00183.jpg
airplanes,184,https://s3.amazonaws.com/15-319-s13/img-dataset/00184.jpg
airplanes,185,https://s3.amazonaws.com/15-319-s13/img-dataset/00185.jpg
airplanes,186,https://s3.amazonaws.com/15-319-s13/img-dataset/00186.jpg
airplanes,187,https://s3.amazonaws.com/15-319-s13/img-dataset/00187.jpg
airplanes,188,https://s3.amazonaws.com/15-319-s13/img-dataset/00188.jpg
airplanes,189,https://s3.amazonaws.com/15-319-s13/img-dataset/00189.jpg
airplanes,190,https://s3.amazonaws.com/15-319-s13/img-dataset/00190.jpg
airplanes,191,https://s3.amazonaws.com/15-319-s13/img-dataset/00191.jpg
airplanes,192,https://s3.amazonaws.com/15-319-s13/img-dataset/00192.jpg
airplanes,193,https://s3.amazonaws.com/15-319-s13/img-dataset/00193.jpg
airplanes,194,https://s3.amazonaws.com/15-319-s13/img-dataset/00194.jpg
airplanes,195,https://s3.amazonaws.com/15-319-s13/img-dataset/00195.jpg
airplanes,196,https://s3.amazonaws.com/15-319-s13/img-dataset/00196.jpg
airplanes,197,https://s3.amazonaws.com/15-319-s13/img-dataset/00197.jpg
airplanes,198,https://s3.amazonaws.com/15-319-s13/img-dataset/00198.jpg
airplanes,199,https://s3.amazonaws.com/15-319-s13/img-dataset/00199.jpg
airplanes,200,https://s3.amazonaws.com/15-319-s13/img-dataset/00200.jpg
airplanes,201,https://s3.amazonaws.com/15-319-s13/img-dataset/00201.jpg
airplanes,202,https://s3.amazonaws.com/15-319-s13/img-dataset/00202.jpg
airplanes,203,https://s3.amazonaws.com/15-319-s13/img-dataset/00203.jpg
airplanes,204,https://s3.amazonaws.com/15-319-s13/img-dataset/00204.jpg
airplanes,205,https://s3.amazonaws.com/15-319-s13/img-dataset/00205.jpg
airplanes,206,https://s3.amazonaws.com/15-319-s13/img-dataset/00206.jpg
airplanes,207,https://s3.amazonaws.com/15-319-s13/img-dataset/00207.jpg
airplanes,208,https://s3.amazonaws.com/15-319-s13/img-dataset/00208.jpg
airplanes,209,https://s3.amazonaws.com/15-319-s13/img-dataset/00209.jpg
airplanes,210,https://s3.amazonaws.com/15-319-s13/img-dataset/00210.jpg
airplanes,211,https://s3.amazonaws.com/15-319-s13/img-dataset/00211.jpg
airplanes,212,https://s3.amazonaws.com/15-319-s13/img-dataset/00212.jpg
airplanes,213,https://s3.amazonaws.com/15-319-s13/img-dataset/00213.jpg
airplanes,214,https://s3.amazonaws.com/15-319-s13/img-dataset/00214.jpg
airplanes,215,https://s3.amazonaws.com/15-319-s13/img-dataset/00215.jpg
airplanes,216,https://s3.amazonaws.com/15-319-s13/img-dataset/00216.jpg
airplanes,217,https://s3.amazonaws.com/15-319-s13/img-dataset/00217.jpg
airplanes,218,https://s3.amazonaws.com/15-319-s13/img-dataset/00218.jpg
airplanes,219,https://s3.amazonaws.com/15-319-s13/img-dataset/00219.jpg
airplanes,220,https://s3.amazonaws.com/15-319-s13/img-dataset/00220.jpg
airplanes,221,https://s3.amazonaws.com/15-319-s13/img-dataset/00221.jpg
airplanes,222,https://s3.amazonaws.com/15-319-s13/img-dataset/00222.jpg
airplanes,223,https://s3.amazonaws.com/15-319-s13/img-dataset/00223.jpg
airplanes,224,https://s3.amazonaws.com/15-319-s13/img-dataset/00224.jpg
airplanes,225,https://s3.amazonaws.com/15-319-s13/img-dataset/00225.jpg
airplanes,226,https://s3.amazonaws.com/15-319-s13/img-dataset/00226.jpg
airplanes,227,https://s3.amazonaws.com/15-319-s13/img-dataset/00227.jpg
airplanes,228,https://s3.amazonaws.com/15-319-s13/img-dataset/00228.jpg
airplanes,229,https://s3.amazonaws.com/15-319-s13/img-dataset/00229.jpg
airplanes,230,https://s3.amazonaws.com/15-319-s13/img-dataset/00230.jpg
airplanes,231,https://s3.amazonaws.com/15-319-s13/img-dataset/00231.jpg
airplanes,232,https://s3.amazonaws.com/15-319-s13/img-dataset/00232.jpg
airplanes,233,https://s3.amazonaws.com/15-319-s13/img-dataset/00233.jpg
airplanes,234,https://s3.amazonaws.com/15-319-s13/img-dataset/00234.jpg
airplanes,235,https://s3.amazonaws.com/15-319-s13/img-dataset/00235.jpg
airplanes,236,https://s3.amazonaws.com/15-319-s13/img-dataset/00236.jpg
airplanes,237,https://s3.amazonaws.com/15-319-s13/img-dataset/00237.jpg
airplanes,238,https://s3.amazonaws.com/15-319-s13/img-dataset/00238.jpg
airplanes,239,https://s3.amazonaws.com/15-319-s13/img-dataset/00239.jpg
airplanes,240,https://s3.amazonaws.com/15-319-s13/img-dataset/00240.jpg
airplanes,241,https://s3.amazonaws.com/15-319-s13/img-dataset/00241.jpg
airplanes,242,https://s3.amazonaws.com/15-319-s13/img-dataset/00242.jpg
airplanes,243,https://s3.amazonaws.com/15-319-s13/img-dataset/00243.jpg
airplanes,244,https://s3.amazonaws.com/15-319-s13/img-dataset/00244.jpg
airplanes,245,https://s3.amazonaws.com/15-319-s13/img-dataset/00245.jpg
airplanes,246,https://s3.amazonaws.com/15-319-s13/img-dataset/00246.jpg
airplanes,247,https://s3.amazonaws.com/15-319-s13/img-dataset/00247.jpg
airplanes,248,https://s3.amazonaws.com/15-319-s13/img-dataset/00248.jpg
airplanes,249,https://s3.amazonaws.com/15-319-s13/img-dataset/00249.jpg
airplanes,250,https://s3.amazonaws.com/15-319-s13/img-dataset/00250.jpg
airplanes,251,https://s3.amazonaws.com/15-319-s13/img-dataset/00251.jpg
airplanes,252,https://s3.amazonaws.com/15-319-s13/img-dataset/00252.jpg
airplanes,253,https://s3.amazonaws.com/15-319-s13/img-dataset/00253.jpg
airplanes,254,https://s3.amazonaws.com/15-319-s13/img-dataset/00254.jpg
airplanes,255,https://s3.amazonaws.com/15-319-s13/img-dataset/00255.jpg
airplanes,256,https://s3.amazonaws.com/15-319-s13/img-dataset/00256.jpg
airplanes,257,https://s3.amazonaws.com/15-319-s13/img-dataset/00257.jpg
airplanes,258,https://s3.amazonaws.com/15-319-s13/img-dataset/00258.jpg
airplanes,259,https://s3.amazonaws.com/15-319-s13/img-dataset/00259.jpg
airplanes,260,https://s3.amazonaws.com/15-319-s13/img-dataset/00260.jpg
airplanes,261,https://s3.amazonaws.com/15-319-s13/img-dataset/00261.jpg
airplanes,262,https://s3.amazonaws.com/15-319-s13/img-dataset/00262.jpg
airplanes,263,https://s3.amazonaws.com/15-319-s13/img-dataset/00263.jpg
airplanes,264,https://s3.amazonaws.com/15-319-s13/img-dataset/00264.jpg
airplanes,265,https://s3.amazonaws.com/15-319-s13/img-dataset/00265.jpg
airplanes,266,https://s3.amazonaws.com/15-319-s13/img-dataset/00266.jpg
airplanes,267,https://s3.amazonaws.com/15-319-s13/img-dataset/00267.jpg
airplanes,268,https://s3.amazonaws.com/15-319-s13/img-dataset/00268.jpg
airplanes,269,https://s3.amazonaws.com/15-319-s13/img-dataset/00269.jpg
airplanes,270,https://s3.amazonaws.com/15-319-s13/img-dataset/00270.jpg
airplanes,271,https://s3.amazonaws.com/15-319-s13/img-dataset/00271.jpg
airplanes,272,https://s3.amazonaws.com/15-319-s13/img-dataset/00272.jpg
airplanes,273,https://s3.amazonaws.com/15-319-s13/img-dataset/00273.jpg
airplanes,274,https://s3.amazonaws.com/15-319-s13/img-dataset/00274.jpg
airplanes,275,https://s3.amazonaws.com/15-319-s13/img-dataset/00275.jpg
airplanes,276,https://s3.amazonaws.com/15-319-s13/img-dataset/00276.jpg
airplanes,277,https://s3.amazonaws.com/15-319-s13/img-dataset/00277.jpg
airplanes,278,https://s3.amazonaws.com/15-319-s13/img-dataset/00278.jpg
airplanes,279,https://s3.amazonaws.com/15-319-s13/img-dataset/00279.jpg
airplanes,280,https://s3.amazonaws.com/15-319-s13/img-dataset/00280.jpg
airplanes,281,https://s3.amazonaws.com/15-319-s13/img-dataset/00281.jpg
airplanes,282,https://s3.amazonaws.com/15-319-s13/img-dataset/00282.jpg
airplanes,283,https://s3.amazonaws.com/15-319-s13/img-dataset/00283.jpg
airplanes,284,https://s3.amazonaws.com/15-319-s13/img-dataset/00284.jpg
airplanes,285,https://s3.amazonaws.com/15-319-s13/img-dataset/00285.jpg
airplanes,286,https://s3.amazonaws.com/15-319-s13/img-dataset/00286.jpg
airplanes,287,https://s3.amazonaws.com/15-319-s13/img-dataset/00287.jpg
airplanes,288,https://s3.amazonaws.com/15-319-s13/img-dataset/00288.jpg
airplanes,289,https://s3.amazonaws.com/15-319-s13/img-dataset/00289.jpg
airplanes,290,https://s3.amazonaws.com/15-319-s13/img-dataset/00290.jpg
airplanes,291,https://s3.amazonaws.com/15-319-s13/img-dataset/00291.jpg
airplanes,292,https://s3.amazonaws.com/15-319-s13/img-dataset/00292.jpg
airplanes,293,https://s3.amazonaws.com/15-319-s13/img-dataset/00293.jpg
airplanes,294,https://s3.amazonaws.com/15-319-s13/img-dataset/00294.jpg
airplanes,295,https://s3.amazonaws.com/15-319-s13/img-dataset/00295.jpg
airplanes,296,https://s3.amazonaws.com/15-319-s13/img-dataset/00296.jpg
airplanes,297,https://s3.amazonaws.com/15-319-s13/img-dataset/00297.jpg
airplanes,298,https://s3.amazonaws.com/15-319-s13/img-dataset/00298.jpg
airplanes,299,https://s3.amazonaws.com/15-319-s13/img-dataset/00299.jpg
airplanes,300,https://s3.amazonaws.com/15-319-s13/img-dataset/00300.jpg
airplanes,301,https://s3.amazonaws.com/15-319-s13/img-dataset/00301.jpg
airplanes,302,https://s3.amazonaws.com/15-319-s13/img-dataset/00302.jpg
airplanes,303,https://s3.amazonaws.com/15-319-s13/img-dataset/00303.jpg
airplanes,304,https://s3.amazonaws.com/15-319-s13/img-dataset/00304.jpg
airplanes,305,https://s3.amazonaws.com/15-319-s13/img-dataset/00305.jpg
airplanes,306,https://s3.amazonaws.com/15-319-s13/img-dataset/00306.jpg
airplanes,307,https://s3.amazonaws.com/15-319-s13/img-dataset/00307.jpg
airplanes,308,https://s3.amazonaws.com/15-319-s13/img-dataset/00308.jpg
airplanes,309,https://s3.amazonaws.com/15-319-s13/img-dataset/00309.jpg
airplanes,310,https://s3.amazonaws.com/15-319-s13/img-dataset/00310.jpg
airplanes,311,https://s3.amazonaws.com/15-319-s13/img-dataset/00311.jpg
airplanes,312,https://s3.amazonaws.com/15-319-s13/img-dataset/00312.jpg
airplanes,313,https://s3.amazonaws.com/15-319-s13/img-dataset/00313.jpg
airplanes,314,https://s3.amazonaws.com/15-319-s13/img-dataset/00314.jpg
airplanes,315,https://s3.amazonaws.com/15-319-s13/img-dataset/00315.jpg
airplanes,316,https://s3.amazonaws.com/15-319-s13/img-dataset/00316.jpg
airplanes,317,https://s3.amazonaws.com/15-319-s13/img-dataset/00317.jpg
airplanes,318,https://s3.amazonaws.com/15-319-s13/img-dataset/00318.jpg
airplanes,319,https://s3.amazonaws.com/15-319-s13/img-dataset/00319.jpg
airplanes,320,https://s3.amazonaws.com/15-319-s13/img-dataset/00320.jpg
airplanes,321,https://s3.amazonaws.com/15-319-s13/img-dataset/00321.jpg
airplanes,322,https://s3.amazonaws.com/15-319-s13/img-dataset/00322.jpg
airplanes,323,https://s3.amazonaws.com/15-319-s13/img-dataset/00323.jpg
airplanes,324,https://s3.amazonaws.com/15-319-s13/img-dataset/00324.jpg
airplanes,325,https://s3.amazonaws.com/15-319-s13/img-dataset/00325.jpg
airplanes,326,https://s3.amazonaws.com/15-319-s13/img-dataset/00326.jpg
airplanes,327,https://s3.amazonaws.com/15-319-s13/img-dataset/00327.jpg
airplanes,328,https://s3.amazonaws.com/15-319-s13/img-dataset/00328.jpg
airplanes,329,https://s3.amazonaws.com/15-319-s13/img-dataset/00329.jpg
airplanes,330,https://s3.amazonaws.com/15-319-s13/img-dataset/00330.jpg
airplanes,331,https://s3.amazonaws.com/15-319-s13/img-dataset/00331.jpg
airplanes,332,https://s3.amazonaws.com/15-319-s13/img-dataset/00332.jpg
airplanes,333,https://s3.amazonaws.com/15-319-s13/img-dataset/00333.jpg
airplanes,334,https://s3.amazonaws.com/15-319-s13/img-dataset/00334.jpg
airplanes,335,https://s3.amazonaws.com/15-319-s13/img-dataset/00335.jpg
airplanes,336,https://s3.amazonaws.com/15-319-s13/img-dataset/00336.jpg
airplanes,337,https://s3.amazonaws.com/15-319-s13/img-dataset/00337.jpg
airplanes,338,https://s3.amazonaws.com/15-319-s13/img-dataset/00338.jpg
airplanes,339,https://s3.amazonaws.com/15-319-s13/img-dataset/00339.jpg
airplanes,340,https://s3.amazonaws.com/15-319-s13/img-dataset/00340.jpg
airplanes,341,https://s3.amazonaws.com/15-319-s13/img-dataset/00341.jpg
airplanes,342,https://s3.amazonaws.com/15-319-s13/img-dataset/00342.jpg
airplanes,343,https://s3.amazonaws.com/15-319-s13/img-dataset/00343.jpg
airplanes,344,https://s3.amazonaws.com/15-319-s13/img-dataset/00344.jpg
airplanes,345,https://s3.amazonaws.com/15-319-s13/img-dataset/00345.jpg
airplanes,346,https://s3.amazonaws.com/15-319-s13/img-dataset/00346.jpg
airplanes,347,https://s3.amazonaws.com/15-319-s13/img-dataset/00347.jpg
airplanes,348,https://s3.amazonaws.com/15-319-s13/img-dataset/00348.jpg
airplanes,349,https://s3.amazonaws.com/15-319-s13/img-dataset/00349.jpg
